timestamp,crossing,event,train_prob,signal,closed,maintenance_mode,raw_json
2026-04-10T11:59:37Z,Fourth,Clear,0,0.004883,False,False,"{""fourthStatus"":{""train"":0,""signal"":0.00488331},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":false,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-10T20:18:30Z,Fourth,Blocked,0.317907,0.62475,True,False,"{""fourthStatus"":{""train"":0.31790662,""signal"":0.62475044},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":true,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-10T20:18:30Z,Fourth,Train!,0.317907,0.62475,True,False,"{""fourthStatus"":{""train"":0.31790662,""signal"":0.62475044},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":true,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-10T20:43:25Z,Fourth,Train!,0.8538,0.669709,False,False,"{""fourthStatus"":{""train"":0.85379964,""signal"":0.66970927},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":false,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-10T20:51:27Z,Fourth,Train!,0.260582,0.6318,False,False,"{""fourthStatus"":{""train"":0.26058239,""signal"":0.63179982},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":false,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-10T21:01:48Z,Fourth,Train!,0.265333,0.734616,False,False,"{""fourthStatus"":{""train"":0.26533315,""signal"":0.7346158},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":false,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-10T21:54:01Z,Fourth,Clear,0.000341,0.013969,False,False,"{""fourthStatus"":{""train"":0.00034101,""signal"":0.01396882},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":false,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-10T22:31:36Z,Fourth,Blocked,0.216619,0.040132,True,False,"{""fourthStatus"":{""train"":0.21661888,""signal"":0.0401317},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":true,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-10T22:31:36Z,Fourth,Train!,0.216619,0.040132,True,False,"{""fourthStatus"":{""train"":0.21661888,""signal"":0.0401317},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":true,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-10T23:19:48Z,Fourth,Clear,1e-06,0.009998,False,False,"{""fourthStatus"":{""train"":6.1e-7,""signal"":0.00999848},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":false,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
